textID	#words	title
518514	91	Pleioblastus
520514	320	Soft rock
533514	227	Pal Joey (novel)
536514	266	The Adventure of the Deptford Horror
550514	30	Jorge Castro
552514	89	Dissertation on the English Language
561514	129	ENT Ltd.
562514	359	USS Oregon City (CA-122)
563514	528	Canada Elections Act
564514	1061	KV Mechelen
569514	23	Cormolain
578514	55	The Tech
582514	382	MLAN
583514	918	Automatic Terminal Information Service
584514	3034	Book of the Law of the Lord
591514	2166	Telebit
594514	289	Transitional deacon
596514	66	Dovetail (disambiguation)
599514	605	Hocking Hills
601514	461	Chita District, Aichi
602514	430	Eysteinn
603514	77	Esclados
609514	2199	Nikolai Ryzhkov
610514	375	Whiteout (2000 film)
614514	1557	All Hallows College
624514	130	Shimoina District, Nagano
625514	805	Teachers' Day
626514	172	Presentation
630514	741	Bootleg Series Volume 1: The Quine Tapes
631514	193	Physalia
638514	4188	BBC Online
640514	169	General Electric F101
647514	59	University of Copenhagen Faculty of Social Sciences
663514	3410	College of Wooster
670514	765	Tom and Huck
674514	262	Bob Nieman
679514	1047	Kedarnath
680514	794	Bank of Ceylon
690514	1524	Ahmad Shah Qajar
692514	1957	Harry Kellar
694514	1304	Zvezda (ISS module)
695514	2648	Judicature Acts
700514	400	Farmhouse (album)
703514	130	Feed Magazine
707514	109	Bankfield Road (Ottawa)
712514	10	Coin magic
713514	94	List of hospitals in Bahrain
719514	110	Direct Line
723514	2065	Michael Owen Bruce
725514	281	Mordheim
726514	23	Municipalities of Aguascalientes
728514	64	Edward Grant (disambiguation)
731514	370	Loop electrical excision procedure
750514	9041	Nissan Micra
751514	173	The Black Camel
756514	800	Milos Obrenovic I, Prince of Serbia
759514	23	Cowhill, Gloucestershire
763514	2137	First Armistice at Compiägne
766514	580	Australian wood duck
771514	60	Elizabeth Roemer
772514	676	Pandora (disambiguation)
780514	5565	Spanish grammar
783514	403	Gaius Julius Caesar
784514	609	National Library of Scotland
791514	2781	1977 Atlantic hurricane season
797514	270	Judy Tyler
806514	405	Oran Pape
807514	57	Firkin
816514	1401	Lee Camp (footballer)
822514	403	Thomas Tang
824514	295	Henry Litton
825514	1879	Halomethane
827514	1911	Revolt of the Admirals
832514	519	Properties of the Holy See
841514	790	Ambazonia
842514	233	Bahuvrihi
846514	15	USS Anchorage
850514	1084	Entertaining Mr Sloane
852514	4666	Julius Peppers
853514	34	Cocycle class
854514	1169	Alkborough
860514	181	Ikeda, Fukui
861514	1175	Concord River
866514	179	Thunderhill Raceway Park
873514	2468	The War Machines
878514	1145	Shanballymore
881514	84	Davoud Soleymani
883514	27	Opana
885514	699	Hossein AlizÉdeh
887514	127	Margrete Auken
888514	13	Baileyville
890514	119	The Screwdrivers
893514	581	Saint-Jacques Tower
901514	277	Juno (band)
907514	290	Porsche 934
910514	989	Arctocephalus forsteri
918514	408	Plymouth Church (Brooklyn)
924514	698	Erraid
925514	150	Elections in Sri Lanka
929514	2210	Hawazma tribe
933514	1253	Walter Lentaigne
934514	293	Enzo Baldoni
937514	366	SURAnet
938514	1269	Sight &amp; Sound
939514	74	WRA
942514	717	International Institute for Management Development
946514	75	Marino railway station, Adelaide
948514	151	Kanda Nobuo
950514	418	Rosann Wowchuk
951514	110	Weltausstellung 1873 Wien
952514	1271	Kuroshio Current
962514	416	Seclusion
963514	420	Bloch MB.81
964514	396	USS Mahan (DD-102)
966514	1122	Silvestre Reyes
968514	562	Brockham
977514	3577	Operation Husky order of battle
979514	2031	Glycophorin C
997514	261	Kim Ki-hoon
999514	175	De Gasparis (crater)
1003514	2917	Eboracum
1013514	84	King River
1014514	2554	Another Brick in the Wall
1015514	214	Santur (Persian instrument)
1021514	1174	Lordosis
1028514	266	Calypso (song)
1032514	273	Second-person narrative
1041514	1163	Mohammad-Ali Jamalzadeh
1042514	2150	Mongolian gerbil
1043514	634	Robert Gray (poet)
1044514	392	VÜlerenga Ishockey
1046514	8638	Criticism of Walmart
1047514	446	Necare
1049514	421	Bernie Morris
1050514	563	Quilpie, Queensland
1056514	191	List of mayors of Barcelona
1057514	1262	George Henry Moore (politician)
1065514	659	Maria McKee
1066514	281	List of state leaders in 1420
1067514	223	Conyza
1070514	634	TurboJET
1072514	1410	Tamagotchi Connection
1085514	63	Amy Brown
1091514	693	Bila Tserkva
1096514	43	Committee for Independence and Democracy in Laos
1104514	314	Columnar phase
1109514	1939	USS Trepang (SS-412)
1113514	285	MyoD
1123514	363	Jorge Dely ValdÇs
1125514	1955	Marvin Harrison
1131514	57	Set partitioning in hierarchical trees
1134514	148	Putiidhem
1140514	1222	Airoli
1141514	718	Ufton Nervet
1158514	92	Bobsleigh at the 1998 Winter Olympics
1170514	4228	USS Yorktown (PG-1)
1173514	239	Woonerf
1178514	142	Those Unknown
1180514	115	St. Augustine Bridge Company
1184514	180	Mojo Records
1193514	221	John William Sayer
1195514	1442	Embryoid body
1196514	381	Ricardo Alvarez-Riv¢n
1201514	344	George Herbert Walker IV
1211514	105	Spectral induced polarisation
1212514	253	NPR (disambiguation)
1213514	333	ERC (software)
1217514	170	Blue star
1219514	299	Norman Harvey
1226514	1235	Peter Collins (racing driver)
1229514	1104	Lisa Caputo
1231514	782	List of state leaders in 879
1234514	8780	Kildare County F.C.
1238514	1379	Christmas with the Kranks
1239514	450	Persistent world
1242514	121	Canada-Central American Free Trade Agreement
1249514	285	R. v. Church of Scientology of Toronto
1256514	277	Impromptu preaching
1263514	11243	History of the Jews in France
1265514	176	Patrick Levar
1268514	337	Mangyan peoples
1272514	316	Fear (John Cale album)
1273514	95	Quintero brothers
1274514	1430	William Scroggs
1275514	1844	Canadian Red Ensign
1281514	220	La Cenicienta
1290514	330	Salvadori's teal
1318514	691	Takhtsinhji
1324514	81	Michele Ferrero
1327514	240	Bruce R. Bent
1330514	238	Twin Sons of Different Mothers
1335514	1635	Battle of North Point
1336514	1751	Mostek
1337514	399	Mabel
1353514	565	Orbiter Vehicle Designation
1357514	2027	Recombinant DNA
1363514	2075	Throwdown (band)
1365514	918	Haun's Mill massacre
1376514	572	Apollodotus II
1394514	478	Doris Speed
1397514	592	Leon Edel
1401514	854	Kweisi Mfume
1407514	63	Ghali
1411514	427	Battle of Warsaw (1656)
1438514	894	Shooto
1441514	3303	USS Klakring (FFG-42)
1454514	391	Chandler Park
1458514	231	William Og de Burgh
1469514	167	Albatros Airways
1470514	1025	Operation Soap
1477514	577	Norm Ledgin
1479514	473	Fort Stevens (Oregon)
1481514	290	Komatipoort
1491514	83	BT (tabloid)
1494514	1482	Giovanni Brusca
1498514	139	Weightlifting at the 1980 Summer Olympics
1502514	1074	1st Vermont Brigade
1505514	373	Callahan's Lady
1511514	42	Trelew (disambiguation)
1512514	173	Tlikakila River
1522514	52	210 Isabella
1527514	467	Yael Dayan
1529514	4110	Academic writing
1530514	240	Christopher Lewis (priest)
1546514	2621	Lay's
1553514	96	Sannieshof
1555514	1123	Richard Patterson (artist)
1560514	262	Ahmad ibn Yusuf
1568514	143	Song Xiuyan
1569514	12	Trummer
1575514	29	Little Everdon
1581514	914	The Persuasions
1583514	149	Witness Mangwende
1589514	1079	I'm Gonna Be (500 Miles)
1596514	587	Bruce Pandolfini
1597514	718	Denis McQuail
1598514	139	Charles Holland (actor)
1614514	619	Tara Brooch
1619514	585	James Douglas-Hamilton, Baron Selkirk of Douglas
1621514	710	Lunar craters
1629514	243	Sayn-Altenkirchen
1634514	530	Monywa
1635514	55	Midwinter Night's Dream
1641514	965	Stefan Lochner
1643514	1303	Symphony No. 7 (Sibelius)
1645514	140	Holmview railway station
1647514	98	Florida House Bill H-837
1648514	474	Gawilghur
1656514	954	MS Silja Festival
1668514	44	Uruguayan Rugby Union
1670514	314	Ontario general election, 1926
1673514	1747	Life (1999 film)
1675514	203	Ian Bryson
1684514	76	John Wilson (mathematician)
1687514	78	Live at XM
1694514	255	Edward Walsh (poet)
1704514	1277	Joe Lapchick
1708514	1022	Konstantin Simonov
1713514	213	The Stag's Head
1714514	791	Incident at Loch Ness
1716514	544	R62A (New York City Subway car)
1721514	1618	Comes
1737514	142	Gaines Trace
1741514	278	Oxygen (disambiguation)
1750514	415	Gilbert de Clare, 1st Earl of Pembroke
1751514	274	Dalton railway station
1755514	162	Frank Weatherwax
1761514	4274	Magic sword
1766514	360	When in Rome (2002 film)
1772514	205	Camryn Grimes
1784514	1972	Administrative divisions of Lithuania
1791514	659	Package tour
1792514	26	Wampas
1800514	285	PÇter Olajos
1802514	485	John Thurnam
1813514	1027	Free-fall time
1826514	560	Dewey Square
1839514	102	Putranjivaceae
1840514	2238	Expedition of the Thousand
1847514	495	Maynard G. Krebs
1850514	552	Rock Goddess
1852514	130	Melt Banana/Discordance Axis split 7&quot;
1853514	332	List of state leaders in 703
1854514	190	Bat Galim
1857514	822	Harbour Town
1862514	2556	Saintes, Charente-Maritime
1871514	1672	Child Labour Programme of Action (South Africa)
1885514	144	Kottayil Kovilakom
1887514	350	Lannion
1895514	838	Bruce Welch
1901514	517	Roog (story)
1911514	333	Flashfire (comics)
1912514	126	United Kingdom general election, 1859 (Ireland)
1924514	344	Vice Vukov
1925514	1064	Space Taxi
1933514	1332	Ken Hill (playwright)
1942514	538	Aubie
1949514	422	David McCreery
1950514	208	Råbni?a District
1962514	202	The Creature Wasn't Nice
1963514	324	ISO 10993
1964514	385	Yoshio Sawai
1968514	452	Thylias Moss
1969514	1295	Guy Banister
1970514	257	Tadelakt
1974514	138	Lockport Community Television
1978514	167	Kings Langley railway station
1982514	800	The Ark (band)
1987514	239	Wind Power Production Incentive
1990514	693	Trinidad and Tobago Football Association
1994514	37	Fucaceae
2002514	539	Charles Flato
2004514	481	Charring
2005514	151	Ian Stark
2009514	831	External fixation
2010514	475	Naval Aircraft Factory N3N
2012514	369	Diamond Ranch High School
2013514	1695	Okinotorishima
2015514	2514	Faurot Field
2017514	266	Adriane Lenox
2019514	408	Luton Airport Parkway railway station
2031514	585	Angel hair (folklore)
2034514	135	Chill¢n River
2036514	1907	Lockheed Model 12 Electra Junior
2047514	53	Saint-MÇen-le-Grand
2051514	143	German State Crown
2052514	298	Ronald St. John Macdonald
2059514	518	RenÇ-Levasseur Island
2062514	141	Hirschfeld
2067514	1593	Scandinavian prehistory
2070514	254	Tupenu
2074514	789	Battle of Fort Duquesne
2080514	84	Icaro Air
2081514	665	Messerschmitt Kabinenroller
2084514	62	Hennes
2092514	337	Pretty Boy Floyd (Canadian band)
2095514	21	Namangi Aute
2096514	952	Threads of Fate
2138514	79	Anak Mindanao
2148514	26	Power Woman
2149514	97	Magnus &quot;ôlme&quot; Johansson
2150514	156	Tandanor
2155514	800	Manokwari
2158514	571	Margam
2163514	748	Battle of Providien
2165514	628	KIMA-TV
2167514	130	National Union of Public Employees
2173514	30	Oyo, Republic of the Congo
2174514	448	Sylvester matrix
2175514	63	Cosmic mass
2179514	160	Isabel Vericat
2181514	182	Thumb Bandits
2182514	4127	Dialogical self
2183514	562	Michael Chambers
2185514	1868	City of Ten Thousand Buddhas
2199514	365	List of state leaders in 763
2202514	1349	The Byrds' Greatest Hits
2205514	225	Giant grouper
2206514	19430	List of Doctor Who villains
2212514	55	Ramillies
2213514	17	Kolva River
2214514	211	Roche (crater)
2234514	27	Winebrenner
2261514	622	Saudi Binladin Group
2264514	1066	Tactical assault group
2280514	89	1944 in archaeology
2291514	188	Agaric
2295514	176	The Sign of the Cross (book)
2302514	543	Enterprise software
2303514	2184	Dave MacDonald
2304514	288	Sobrarbe
2315514	2093	Preston Hollow, Dallas
2340514	438	Zarubintsy culture
2342514	2059	My Summer of Love
2346514	268	Wellington Barracks
2351514	99	Mazzella
2354514	146	The Ballad of High Noon
2359514	3462	History of the Bah†'° Faith
2365514	199	Yampi Sound
2366514	66	Faridhoo (Haa Dhaalu Atoll)
2379514	237	Make Believe (band)
2381514	151	Marcel LaFosse
2384514	223	Henri Duveyrier
2386514	358	2002 FIFA World Cup qualification (CONCACAF)
2387514	156	Redeco
2390514	122	Tipperary (song)
2393514	239	Melchor de Mencos
2394514	58	Terry Murphy (snooker player)
2404514	1179	Proactiv
2423514	282	Clique (disambiguation)
2426514	531	Cai Fu
2434514	749	Bulls on Parade
2435514	96	Tantrum (disambiguation)
2437514	6	AmiQNX
2441514	48	La Concordia
2444514	265	Eurotunnel Class 0001
2446514	2307	Kevin Greene
2447514	378	Zaza Pachulia
2452514	830	Sasha Vujacic
2457514	140	Henry Bech
2463514	659	Pipes of Peace
2465514	101	Love Ride
2475514	241	C. D. Howe Institute
2485514	1339	Da Boom
2496514	78	MRF Trophy in 2005-06
2499514	518	Legislative Council of Brunei
2507514	111	Anne Lindbergh
2512514	3886	Berlin Observatory
2521514	517	Clinical ecology
2527514	45	CEG
2533514	1361	Manuka, Australian Capital Territory
2534514	711	Zakes Mda
2535514	1965	Ikenobo
2537514	754	Blake Schwarzenbach
2544514	477	Perth Water
2548514	391	Philadelphia Flower Show
2552514	572	John Sleeper Clarke
2562514	133	Sun-Pat
2563514	305	Thodikana
2575514	1177	Municipality of Woollahra
2580514	69	Iberville
2581514	196	Anglo-American music
2582514	28	Abnabat
2584514	269	Close to You
2586514	644	Penclawdd
2589514	389	Washington State Route 401
2599514	324	Thomas Jones (T. J.)
2622514	93	Earth 2
2623514	450	List of Bangladeshi Americans
2629514	141	Littoral (disambiguation)
2632514	167	Under the Moon
2634514	377	Westala and Villtin
2645514	388	Timoga Spring
2646514	358	Aulus Cluentius Habitus
2668514	6952	Anthony DiNozzo
2670514	358	Cis-Sutlej states
2679514	73	Lippi
2680514	209	Monique BuzzartÇ
2681514	58	WRXL
2715514	799	Ian Callum
2724514	451	James M. Ryan
2728514	7399	Locomotives of India
2735514	328	List of Canadian mobile phone companies
2736514	84	Likoma District
2737514	1315	Barmakids
2759514	89	Group One
2760514	456	British Rail Class 21
2761514	68	Martha, Inc.: The Story of Martha Stewart
2767514	895	Stefano Fiore
2779514	91	Eddie Lubanski
2780514	198	Federal Ministry for Economics and Labour (Germany)
2785514	888	Pedro Lagos
2795514	430	Bruno Schleinstein
2797514	311	John Katzman
2801514	449	Vaux (band)
2806514	732	Henry Winstanley
2825514	836	Samuda Estate
2836514	3420	Lee Adama
2839514	165	Chunfen
2841514	1335	Generalized geography
2848514	213	International Federation of Audit Bureaux of Circulations
2859514	209	Birdland (band)
2860514	19	Mendicino
2866514	298	Smallville (season 4)
2873514	387	ArquÖ Petrarca
2876514	244	Athina Livanos
2877514	207	Harry Chapman (footballer)
2884514	467	Stephane Groueff
2890514	34	Savane
2900514	596	Cliff Gladwin
2902514	20	28 Andromedae
2904514	520	Lodhi Road
2905514	572	Bassano Virtus 55 S.T.
2907514	1560	G. Vernon Bennett
2911514	143	Samuel W. Rowse
2913514	26	x Sophrocattleya
2925514	25	Hiriberri/Villanueva de Aezkoa
2935514	103	South Creake
2938514	964	Albert Patterson
2954514	1730	Arthur Irwin
2956514	323	LMS Stanier Class 5 4-6-0 44686/7
2961514	962	Antoine Augustin Calmet
2967514	128	Yankie Bar
2978514	446	Pellegrini
2979514	323	Casey Spooner
2996514	37	Why Lincoln Matters
3006514	424	The Boston Teens
3009514	307	
3014514	1506	Ilan PappÇ
3020514	301	List of state leaders in 21
3023514	79	Centre Mario Gosselin
3026514	582	Mirror Blue
3030514	402	Index of Venezuela-related articles
3031514	1110	Janus Dousa
3036514	158	Celin Romero
3039514	100	American Board of Preventive Medicine
3049514	894	Larry Harlow (salsa)
3050514	421	Perdue, Saskatchewan
3052514	363	Type 054 frigate
3059514	352	Law of truly large numbers
3082514	188	Lovran
3093514	334	List of Milky Way's satellite galaxies
3102514	245	Robert Dolling
3105514	1103	Crossness Pumping Station
3106514	728	Quan Yeomans
3109514	160	EMC Invista
3116514	34	Upchurch Pottery
3125514	262	Austria at the 1996 Summer Olympics
3126514	243	Michael McIlorum
3131514	514	Leningrad Cowboys Go America
3137514	3184	List of philosophy anniversaries
3146514	315	Stevenson Archer (1786-1848)
3147514	226	ConnectEast
3150514	1541	Long-Haired Hare
3155514	116	Operation Eagle Assist
3169514	598	Rocester F.C.
3179514	314	Turn (Travis song)
3180514	1002	RoboCop: The Series
3182514	32	Twibright Labs
3185514	454	Travelle Wharton
3191514	189	Alpine skiing at the 1984 Winter Olympics
3198514	135	Rap Snacks
3202514	224	Howell High School (Howell, Michigan)
3208514	808	Ivor van Heerden
3210514	619	David Ehrenstein
3217514	62	Pyrognomic
3223514	263	Evil Alien Conquerors
3233514	681	Battle of Glog¢w
3234514	709	KCSP (AM)
3236514	553	Coins of the South African rand
3237514	96	Brendan Gamble
3240514	191	Higher Ground Project
3244514	550	HM Prison Castle Huntly
3246514	423	ECW (file format)
3248514	135	Greater long-nosed armadillo
3249514	518	Very minimum shift keying
3253514	25	Jonathan Millmow
3255514	19	Nokes
3276514	1161	Energetics
3277514	711	Opinion polling in the Canadian federal election, 2006
3305514	302	Royal Institute of Painters in Water Colours
3336514	1715	International inequality
3360514	2869	Nodame Cantabile
3365514	609	Oral interpretation
3380514	47	Scott Wilkinson
3382514	376	Bernard Budiansky
3383514	226	Namak-ri
3403514	380	The Best of Guided by Voices: Human Amusements at Hourly Rates
3408514	92	P-Anisic acid
3410514	995	Twin-turbo
3416514	1461	William Basse
3445514	300	Jamaica national rugby league team
3450514	318	Stone palette
3462514	88	Mark Wood
3471514	107	David Zurabishvili
3484514	296	Louis IX, Duke of Bavaria
3487514	85	Bernardo G¢mez-Pimienta
3491514	455	Stopera
3498514	26	Wojciech Fangor
3501514	43	Tycho Brahe (crater)
3504514	303	Mutio Vitelleschi
3507514	45	Paul Dearing
3511514	770	Ashfork-Bainbridge Steel Dam
3533514	581	Archaeornithoides
3539514	213	Dead rubber
3540514	937	Kellie Castle
3541514	593	Corbel arch
3558514	93	M5 motorway (Hungary)
3575514	112	Baimao Hou
3596514	67	Tada Mitsuyori
3598514	298	Amber Sainsbury
3607514	41	Jud Hurd
3615514	2266	MythBusters (2005 season)
3616514	409	Gheorghe Tattarescu
3617514	117	Bhargavi
3621514	1663	Kamen Rider Kabuto
3623514	349	Imperial Highway
3632514	59	Frank Doubleday (actor)
3634514	395	Arnold Rampersad
3644514	1176	Soft serve
3658514	92	Bremen thaler
3659514	348	Delazon Smith
3665514	699	Ricky Grace
3666514	1481	Desert monitor
3681514	21	Robertson Island (West Virginia)
3689514	23	Mount Memuro
3694514	390	Carlyle Works Limited
3696514	197	Market Square
3703514	254	Beat Fehr
3712514	258	Konstantin-Assen, Prince of Vidin
3715514	712	34th Brigade (Australia)
3718514	1147	Egham Town F.C.
3738514	103	List of Wagga Wagga suburbs and localities
3761514	90	Onmeetbarediepgat
3764514	152	FROSTBURG
3770514	202	Jimmy Sinclair
3783514	938	Holmer Green F.C.
3786514	264	Belfast Ormeau (UK Parliament constituency)
3788514	429	Backcountry.com
3793514	26	Model N
3803514	174	Elnora, Alberta
3809514	294	Saint-Sauveur
3810514	99	WMYK
3817514	861	Akabia ben Mahalalel
3827514	82	Quinpirole
3838514	60	Deer Run, West Virginia
3839514	629	The Family (2003 TV series)
3853514	113	Dalum IF
3862514	171	Kingston Frontenacs (EPHL)
3872514	330	Cranfield United F.C.
3875514	379	Crawley Down Gatwick F.C.
3882514	1042	William Ivey Long
3888514	99	Al Hassan Addakhil
3921514	68	Wigton Rural District
3930514	512	Miguel de Cervantes Prize
3975514	172	Edmond Michelet
3977514	557	United States Commissioner of Education
3984514	672	Carl Asaba
3990514	159	Asbury Francis Lever
3993514	2360	Moira, County Down
4003514	581	Vanaprastham
4014514	498	GSR Class 800
4018514	734	Pomeroy, County Tyrone
4019514	147	Wayne A. Johnston
4032514	135	Abdul Khaliq Gajadwani
4035514	246	Legal Tender Modernization Act
4056514	335	Fort Totten (Washington, D.C.)
4058514	26	
4062514	88	Variable Darner
4063514	478	Halifax Needham
4074514	660	My Love (Petula Clark song)
4091514	379	Musician (magazine)
4096514	6	Cruz del Tercer Milenio
4100514	11	Bobsleigh at the 1972 Winter Olympics
4102514	371	Mesudiye, Ordu
4103514	1955	Grand Lodge of Pennsylvania
4104514	19	GÅrÅn
4110514	251	Lotus Mark I
4114514	77	Suriname at the 1984 Summer Olympics
4130514	383	Toccata (Prokofiev)
4141514	1503	Bulgarian grammar
4155514	1015	Peter Gusenberg
4170514	586	Jindabyne Dam
4172514	414	Museum of Roman Civilization
4195514	75	Seven FM
4198514	67	Octane (disambiguation)
4200514	208	Patrice Archetto
4201514	147	Alena Vostr†
4219514	1223	Lamartine Griffin Hardman
4228514	687	De Es Schwertberger
4229514	69	Westerland, Netherlands
4232514	155	Bronx Community Board 9
4239514	118	Field (agriculture)
4241514	561	Dance of the Tiger
4254514	228	Misra Records
4260514	230	Agnes of Habsburg
4269514	3410	Repetition (Kierkegaard)
4279514	237	Cosmopolitan Bloodloss
4280514	566	North Coast Rocketry
4292514	761	Quantum singularity
4298514	169	Kawaimina languages
4300514	419	Crosland Moor
4303514	114	Via Sacra (Wienerwald)
4307514	51	Elrick
4309514	418	Birmingham Guild of Handicraft
4315514	18	List of spa towns in France
4318514	231	Abraham Markle
4326514	38	Ch†vez High School
4335514	143	Howard Evans (musician)
4348514	1665	Boeing A160 Hummingbird
4363514	2926	Archbishop Riordan High School
4376514	270	Set-n-Forget cooker
4377514	7	Lori Lively
4380514	213	Laura Sabia
4389514	99	Earl Cureton
4405514	136	Private Employment Agencies Convention, 1997
4415514	50	Belize at the 2006 Commonwealth Games
4419514	668	Arthur Frommer
